w_asset1,w_asset2,Return,StdDev,Variance
-0.5,1.5,0.1001107606450643,0.34044093863137775,0.11590003269621352
-0.4534883720930233,1.4534883720930232,0.09680339771805892,0.32959633859284815,0.10863374641381142
-0.4069767441860465,1.4069767441860466,0.09349603479105355,0.3188267378311278,0.10165048875603871
-0.36046511627906974,1.3604651162790697,0.09018867186404816,0.3081400001994148,0.09495025972289534
-0.313953488372093,1.3139534883720931,0.0868813089370428,0.29754505425965555,0.08853305931438135
-0.2674418604651163,1.2674418604651163,0.0835739460100374,0.2870520641460303,0.08239888753049669
-0.22093023255813954,1.2209302325581395,0.08026658308303201,0.27667263032551914,0.07654774437124139
-0.17441860465116277,1.1744186046511627,0.07695922015602663,0.2664200252169785,0.07097962983661545
-0.12790697674418605,1.127906976744186,0.07365185722902126,0.2563094690537571,0.06569454392661889
-0.08139534883720934,1.0813953488372094,0.07034449430201589,0.246358451532014,0.060692486641251694
-0.034883720930232565,1.0348837209302326,0.0670371313750105,0.23658710442565087,0.055973457980513834
0.011627906976744207,0.9883720930232558,0.06372976844800511,0.22701862906908177,0.051537457944405334
0.05813953488372092,0.9418604651162791,0.060422405520999735,0.21767977979804695,0.04738448653292621
0.10465116279069764,0.8953488372093024,0.05711504259399436,0.20860139919491535,0.04351454374607643
0.15116279069767447,0.8488372093023255,0.05380767966698897,0.19981899204994508,0.03992762958385601
0.19767441860465118,0.8023255813953488,0.05050031673998359,0.19137331069473862,0.036623744046264964
0.2441860465116279,0.7558139534883721,0.04719295381297821,0.1833109029307948,0.03360288713330327
0.2906976744186046,0.7093023255813954,0.04388559088597283,0.17568454355739704,0.030865058844970934
0.33720930232558133,0.6627906976744187,0.040578227958967455,0.16855343123552236,0.028410259181267963
0.38372093023255816,0.6162790697674418,0.037270865031962065,0.1619829871998734,0.026238488142194344
0.43023255813953487,0.5697674418604651,0.03396350210495669,0.15604405060030355,0.024349745727750092
0.4767441860465116,0.5232558139534884,0.03065613917795131,0.15081124605922197,0.022744031937935193
0.5232558139534884,0.4767441860465116,0.02734877625094592,0.1463603319644693,0.021421346772749653
0.569767441860465,0.430232558139535,0.02404141332394055,0.1427644571740231,0.02038169023219348
0.6162790697674418,0.38372093023255816,0.020734050396935162,0.14008947967733573,0.019625062316266664
0.6627906976744187,0.33720930232558133,0.017426687469929775,0.13838881105410655,0.019151463024969204
0.7093023255813953,0.2906976744186047,0.014119324542924404,0.13769855612278986,0.018960892358301108
0.7558139534883721,0.2441860465116279,0.010811961615919017,0.13803387380010157,0.019053350316262367
0.8023255813953489,0.19767441860465107,0.00750459868891363,0.1393873627659731,0.019428836898852987
0.8488372093023255,0.15116279069767447,0.004197235761908258,0.14172985608569907,0.02008735210607297
0.8953488372093024,0.10465116279069764,0.0008898728349028715,0.14501343364641192,0.02102889593792231
0.941860465116279,0.058139534883721034,-0.0024174900921024997,0.14917596453316803,0.022253468394401003
0.9883720930232558,0.011627906976744207,-0.0057248530191078865,0.15414626001142248,0.023761069475509065
1.0348837209302326,-0.03488372093023262,-0.009032215946113274,0.15984898867758435,0.02555169918124649
1.0813953488372092,-0.08139534883720922,-0.012339578873118645,0.16620877687900018,0.027625357511613262
1.127906976744186,-0.12790697674418605,-0.01564694180012403,0.17315323983861639,0.029982044466609407
1.1744186046511627,-0.17441860465116266,-0.018954304727129404,0.1806149496753657,0.03262176004623489
1.2209302325581395,-0.22093023255813948,-0.02226166765413479,0.1885325018411673,0.03554450425048975
1.2674418604651163,-0.2674418604651163,-0.025569030581140177,0.19685090063135086,0.03875027707937397
1.313953488372093,-0.3139534883720929,-0.028876393508145547,0.2055214794927468,0.04223907853288754
1.3604651162790697,-0.36046511627906974,-0.03218375643515094,0.21450153521835336,0.04601090861103048
1.4069767441860466,-0.40697674418604657,-0.03549111936215632,0.22375380960735122,0.05006576731380278
1.4534883720930232,-0.4534883720930232,-0.0387984822891617,0.23324591023468008,0.05440365464120443
1.5,-0.5,-0.04210584521616708,0.24294972853089475,0.05902457059323545
